"GSPC.Open","GSPC.High","GSPC.Low","GSPC.Close","GSPC.Volume","GSPC.Adjusted","rsi","sma","GSPC.Close.EMA.14","GSPC.Close.SMA.10"
1065.51001,1071.19995,1056.51001,1056.73999,4089820000,1056.73999,34.237476136161,1082.389991,34.237476136161,1082.389991
1060.06006,1079.28003,1060.06006,1070.52002,5114260000,1070.52002,40.1753117234845,1080.224989,40.1753117234845,1080.224989
1069.68005,1073.67004,1059.33997,1068.13,4251450000,1068.13,39.5089934603805,1077.287989,39.5089934603805,1077.287989
1067.09998,1080.04004,1060.58997,1078.46997,4400870000,1078.46997,43.8479982697318,1076.681983,43.8479982697318,1076.681983
1075.94995,1077.81006,1062.96997,1075.51001,4160680000,1075.51001,42.8993584194113,1076.845984,42.8993584194113,1076.845984
1079.13,1095.67004,1079.13,1094.87,4080770000,1094.87,50.4502318274919,1077.41399,50.4502318274919,1077.41399
1096.14001,1101.03003,1094.71997,1099.51001,4259230000,1099.51001,52.0856188817816,1077.032996,52.0856188817816,1077.032996
1099.03003,1108.23999,1097.47998,1106.75,3878620000,1106.75,54.6033341806449,1077.979993,54.6033341806449,1077.979993
1105.48999,1112.42004,1100.80005,1109.17004,3944280000,1109.17004,55.4460786882012,1082.585998,55.4460786882012,1082.585998
1110,1112.29004,1105.38,1108.01001,3814440000,1108.01001,54.9197801981954,1086.768005,54.9197801981954,1086.768005
1107.48999,1108.57996,1092.18005,1094.59998,4521050000,1094.59998,49.1157784966192,1090.554004,49.1157784966192,1090.554004
1095.89001,1106.42004,1095.5,1105.23999,4168360000,1105.23999,53.3301437617265,1094.026001,53.3301437617265,1094.026001
1101.23999,1103.5,1086.02002,1102.93994,4521130000,1102.93994,52.3213374274371,1097.506995,52.3213374274371,1097.506995
1103.09998,1107.23999,1097.56006,1104.48999,3945190000,1104.48999,52.9670370005153,1100.108997,52.9670370005153,1100.108997
1105.35999,1116.10999,1105.35999,1115.70996,3847640000,1115.70996,57.4581452851524,1104.128992,57.4581452851524,1104.128992
1117.01001,1123.45996,1116.51001,1118.31006,4134680000,1118.31006,58.448344455244,1106.472998,58.448344455244,1106.472998
1119.35999,1125.64001,1116.57996,1118.79004,3951320000,1118.79004,58.6397291858219,1108.401001,58.6397291858219,1108.401001
1119.12,1123.72998,1116.66003,1122.96997,3945010000,1122.96997,60.3523716863231,1110.022998,60.3523716863231,1110.022998
1125.12,1139.38,1125.12,1138.69995,4.133e+09,1138.69995,66.0496950333941,1112.975989,66.0496950333941,1112.975989
1138.40002,1141.05005,1136.77002,1138.5,3774680000,1138.5,65.9200222236,1116.024988,65.9200222236,1116.024988
1137.56006,1145.37,1134.90002,1140.44995,5185570000,1140.44995,66.6085168648807,1120.609985,66.6085168648807,1120.609985
1140.21997,1148.26001,1140.08997,1145.60999,5469120000,1145.60999,68.4262958284134,1124.646985,68.4262958284134,1124.646985
1143.95996,1150.23999,1138.98999,1150.23999,4669060000,1150.23999,70.0041923886527,1129.37699,70.0041923886527,1129.37699
1151.70996,1153.41003,1146.96997,1149.98999,4928160000,1149.98999,69.8013491612544,1133.92699,69.8013491612544,1133.92699
1148.53003,1150.97998,1141.44995,1150.51001,4164110000,1150.51001,69.9960998023815,1137.406995,69.9960998023815,1137.406995
1150.82996,1160.28003,1150.34998,1159.45996,4369770000,1159.45996,73.1995546806418,1141.521985,73.1995546806418,1141.521985
1159.93994,1169.83997,1159.93994,1166.20996,4963200000,1166.20996,75.3381762188924,1146.263977,75.3381762188924,1146.263977
1166.13,1167.77002,1161.16003,1165.82996,4234510000,1165.82996,74.975452854782,1150.549976,74.975452854782,1150.549976
1166.68005,1169.19995,1155.32996,1159.90002,5212410000,1159.90002,69.3631557040255,1152.669983,69.3631557040255,1152.669983
1157.25,1167.81995,1152.88,1165.81006,4261680000,1165.81006,71.641549850598,1155.400989,71.641549850598,1155.400989
1166.46997,1174.71997,1163.82996,1174.17004,4411640000,1174.17004,74.5273034759852,1158.772998,74.5273034759852,1158.772998
1172.69995,1173.04004,1166.01001,1167.71997,4705750000,1167.71997,68.7171726313396,1160.983996,68.7171726313396,1160.983996
